FID_,ID,DEATHS,POINT_X,POINT_Y
,4.0999999,2.0000000,529351.792123000020000,181190.461195000010000
,4.1999998,1.0000000,529347.916729000050000,181197.281886999990000
,4.3000002,1.0000000,529362.953255999950000,181195.421697999990000
,4.4000001,1.0000000,529359.852941000020000,181201.622328000000000
,4.5000000,1.0000000,529354.427389999970000,181211.078287999990000
,4.5999999,1.0000000,529323.114211000040000,181243.631594000010000
,4.6999998,1.0000000,529287.305575000010000,181251.847428000010000
,4.8000002,1.0000000,529271.804001000010000,181243.786609000000000
,4.9000001,1.0000000,529342.491178000000000,181272.619536999990000
,5.0000000,1.0000000,529393.646373000000000,181321.914542999990000
,5.0999999,1.0000000,529366.053571000000000,181283.160607000000000
,5.1999998,1.0000000,529378.144799000000000,181290.446346999990000
,5.3000002,1.0000000,529410.698104999960000,181248.282066000010000
,5.4000001,2.0000000,529358.147769000030000,181234.485664999990000
,5.5000000,1.0000000,529420.929144000050000,181208.598036000010000
,5.5999999,1.0000000,529406.822710999990000,181206.892862999990000
,5.6999998,1.0000000,529300.636929000030000,181311.218457000010000
,5.8000002,1.0000000,529440.771159000000000,181193.406492999990000
,5.9000001,1.0000000,529457.047811000030000,181194.956650999990000
,6.0999999,1.0000000,529454.257528000050000,181200.072170000000000
,6.1999998,2.0000000,529463.713487999980000,181198.366997000000000
,6.3000002,1.0000000,529474.874622000030000,181202.552422000010000
,6.3000002,1.0000000,529478.439984000060000,181208.288004000000000
,6.4000001,1.0000000,529472.394369999990000,181213.868571000000000
,6.5000000,1.0000000,529486.655817999970000,181212.473430000010000
,6.5999999,1.0000000,529495.646731000040000,181225.804783000000000
,6.6999998,2.0000000,529460.923205000000000,181203.947564000000000
,6.8000002,2.0000000,529449.142008999940000,181213.868571000000000
,6.9000001,4.0000000,529489.756133000020000,181222.859483999990000
,7.0000000,1.0000000,529483.555503000040000,181219.914185000000000
,7.0999999,5.0000000,529478.750015000000000,181217.433932999990000
,7.1999998,2.0000000,529504.637644000000000,181221.309327000000000
,7.3000002,1.0000000,529461.233235999940000,181130.935150000000000
,7.4000001,1.0000000,529467.278850000000000,181116.518686000000000
,7.5000000,1.0000000,529471.154243999980000,181106.752694000000000
,7.5999999,1.0000000,529461.543268000010000,181103.807395000010000
,7.6999998,2.0000000,529457.047811000030000,181114.968528000000000
,7.8000002,1.0000000,529453.017402000030000,181124.734520000000000
,7.9000001,1.0000000,529448.056897999950000,181135.275590000000000
,8.0000000,1.0000000,529427.129773000020000,181158.372936000000000
,8.1000004,5.0000000,529455.807686000010000,181143.801455999990000
,8.1999998,1.0000000,529444.026488999950000,181164.108517999990000
,8.3000002,2.0000000,529438.445922999990000,181173.099431000010000
,8.3999996,2.0000000,529435.655639000000000,181179.145045000010000
,8.5000000,1.0000000,529413.953435000030000,181134.965559000000000
,8.6000004,1.0000000,529420.929144000050000,181121.944236999990000
,8.6999998,1.0000000,529400.312049999950000,181142.871362000010000
,8.8000002,1.0000000,529408.992931999960000,181111.558182000010000
,8.8999996,2.0000000,529419.844033999950000,181093.421340000000000
,9.0000000,1.0000000,529423.719427000030000,181086.910678999990000
,9.1000004,1.0000000,529421.239175000000000,181181.160249999990000
,9.1999998,1.0000000,529386.205618000010000,181123.339378000000000
,9.3000002,1.0000000,529380.625051000040000,181119.774016000010000
,9.5000000,1.0000000,529374.114390000000000,181116.208653999990000
,9.6000004,2.0000000,529378.299815000030000,181097.451750000010000
,9.3999996,2.0000000,529386.825681000020000,181093.886387000010000
,9.6999998,1.0000000,529389.770980000030000,181103.032316000000000
,9.8000002,2.0000000,529396.126625000030000,181108.457866999990000
,9.8000002,3.0000000,529406.822710999990000,181090.476040999990000
,9.8999996,1.0000000,529391.011106000050000,181074.664435999990000
,0.0000000,1.0000000,529394.886499000010000,181067.843743000000000
,0.0000000,5.0000000,529399.071924000050000,181061.643113000000000
,1.0000000,1.0000000,529428.989962000050000,181078.384813000010000
,2.0000000,1.0000000,529431.315198000050000,181072.649230999990000
,3.0000000,2.0000000,529436.585733999960000,181063.503302000000000
,4.0000000,1.0000000,529440.616142999960000,181056.372578000010000
,5.0000000,1.0000000,529459.063015999970000,181074.509419999990000
,5.0000000,1.0000000,529436.275702000010000,181099.001907000000000
,1.0000000,8.0000000,529443.871473000040000,181051.257059000000000
,1.0000000,2.0000000,529446.971787999970000,181046.296555000010000
,1.0000000,1.0000000,529452.707370999970000,181035.910500000000000
,1.0000000,1.0000000,529422.479301000010000,181006.147478000000000
,1.0000000,1.0000000,529408.682900000010000,181025.679460999990000
,1.0000000,3.0000000,529397.211735000020000,181018.548737000000000
,1.0000000,1.0000000,529485.725724000020000,181034.360343000010000
,1.0000000,1.0000000,529506.497833000030000,181063.348285999990000
,1.0000000,2.0000000,529520.759281000010000,181062.883238999990000
,1.0000000,1.0000000,529520.759281000010000,181074.199388000010000
,1.0000000,1.0000000,529545.871830999970000,181074.819450999990000
,1.0000000,1.0000000,529559.048168999960000,181055.752515000000000
,1.0000000,1.0000000,529465.883708999960000,180960.727866000000000
,1.0000000,1.0000000,529475.494685000040000,180942.591023999990000
,1.0000000,1.0000000,529436.895765000020000,180951.271906000010000
,1.0000000,1.0000000,529438.135891000040000,180939.180678000000000
,1.0000000,1.0000000,529409.923026000030000,180952.822063000000000
,1.0000000,1.0000000,529409.302963000020000,180942.280992999990000
,1.0000000,1.0000000,529397.211735000020000,180934.530206000000000
,1.0000000,1.0000000,529479.835124999980000,180985.840415999990000
,1.0000000,1.0000000,529490.066163999960000,180992.971140000010000
,1.0000000,1.0000000,529491.306289999980000,180981.810006999990000
,1.0000000,1.0000000,529479.990141000020000,180935.925347000010000
,1.0000000,1.0000000,529292.609032999960000,181096.119171000000000
,1.0000000,1.0000000,529279.387475000000000,181088.884391000000000
,1.0000000,1.0000000,529313.311249000020000,181081.209329000000000
,1.0000000,1.0000000,529314.999763000060000,181051.890591000000000
,1.0000000,1.0000000,529258.971809000010000,181057.877140000000000
,1.0000000,2.0000000,529318.990794999990000,181083.818850000010000
,1.0000000,1.0000000,529245.310199000060000,181080.595323999990000
,1.0000000,1.0000000,529236.100123999990000,181100.396983999990000
,1.0000000,1.0000000,529348.156030999960000,181061.407668000000000
,1.0000000,1.0000000,529342.936988999950000,181071.078247000000000
,1.0000000,1.0000000,529236.560627999950000,181128.027208000010000
,1.0000000,2.0000000,529351.226055999980000,181056.035124999990000
,1.0000000,2.0000000,529226.344266999980000,181059.940879000000000
,1.0000000,2.0000000,529231.256306999950000,181024.737927000010000
,1.0000000,1.0000000,529227.435831999990000,181006.044887000000000
,1.0000000,2.0000000,529206.150325999940000,181043.567413000010000
,1.0000000,1.0000000,529198.918712000010000,181056.256849000000000
,1.0000000,1.0000000,529209.834355999950000,181067.308938000000000
,1.0000000,4.0000000,529212.972604000010000,181061.305334000000000
,1.0000000,1.0000000,529241.626169000050000,181004.680430999990000
,1.0000000,1.0000000,529244.627971000040000,181000.041283000000000
,1.0000000,1.0000000,529192.642217000020000,180980.529569000010000
,1.0000000,1.0000000,529196.599138000050000,180974.253074000010000
,1.0000000,1.0000000,529182.135909999950000,180976.845539000000000
,1.0000000,1.0000000,529168.627800000020000,181014.231620000010000
,1.0000000,1.0000000,529181.317235999970000,181032.242432000000000
,1.0000000,1.0000000,529259.364090000050000,181001.542183999990000
,1.0000000,1.0000000,529267.005040999970000,181006.181332000010000
,1.0000000,1.0000000,529277.511348000030000,181011.775599999990000
,1.0000000,1.0000000,529290.610120999980000,181003.043085000010000
,1.0000000,1.0000000,529294.021259999950000,180996.357252999990000
,1.0000000,1.0000000,529285.152298999950000,181016.960530999990000
,1.0000000,1.0000000,529291.974576000010000,181021.053897000010000
,1.0000000,2.0000000,529297.841735000020000,181024.737927000010000
,1.0000000,4.0000000,529202.875633000050000,181049.434570999990000
,1.0000000,2.0000000,529177.360315000060000,181037.563809000010000
,1.0000000,3.0000000,529163.988651999970000,181058.576422999990000
,1.0000000,1.0000000,529167.809127000040000,181053.118600999990000
,1.0000000,4.0000000,529170.947374999990000,181047.933670000000000
,1.0000000,1.0000000,529170.947374999990000,181066.899601999990000
,1.0000000,1.0000000,529215.428624000050000,181027.466837999990000
,1.0000000,1.0000000,529130.968829000020000,181036.472244000000000
,1.0000000,1.0000000,529111.730006000030000,181034.562007000000000
,1.0000000,1.0000000,529103.543274000050000,181027.193946999990000
,1.0000000,2.0000000,529107.227303000050000,181016.824085000000000
,1.0000000,1.0000000,529151.981443000030000,181017.096976000000000
,1.0000000,2.0000000,529125.647451999950000,181031.969541000000000
,1.0000000,1.0000000,529148.297414000030000,181051.481254999990000
,1.0000000,1.0000000,529149.388978000030000,181062.533344000000000
,1.0000000,1.0000000,529209.152128000050000,180965.247668000000000
,1.0000000,1.0000000,529223.206020000040000,180962.109419999990000
,1.0000000,1.0000000,529188.548850000020000,180920.493527999990000
,1.0000000,1.0000000,529164.125097000040000,180953.513351000000000
,1.0000000,1.0000000,529191.004869999950000,180965.793450000000000
,1.0000000,1.0000000,529219.658436000000000,180973.161510000010000
,1.0000000,1.0000000,529233.848772999950000,180959.107618000010000
,1.0000000,4.0000000,529265.942866000000000,181061.554743999990000
,1.0000000,1.8000000,529274.499915000050000,181065.695252000000000
,1.0000000,3.0000000,529279.468525000030000,181068.455590000000000
,1.0000000,4.0000000,529284.713167999990000,181070.801878000000000
,1.0000000,1.0000000,529290.509878000010000,181072.458080999990000
,1.0000000,5.0000000,529298.238826000020000,181056.862169000000000
,1.0000000,2.0000000,529309.418196000040000,181035.883597000010000
,1.0000000,1.0000000,529304.587604000000000,181029.120767999990000
,1.0000000,1.0000000,529311.488449999950000,181019.735617000000000
,1.0000000,4.0000000,529320.873601000060000,181017.251312000010000
,1.0000000,2.0000000,529303.621486000020000,181072.458080999990000
,1.0000000,2.0000000,529306.795874999950000,181077.978758000010000
,1.0000000,3.0000000,529318.389296000010000,181046.096848999990000
,1.0000000,2.0000000,529324.876092000050000,181087.087873999990000
,1.0000000,3.0000000,529331.086852999990000,181090.124247000000000
,1.0000000,2.0000000,529266.080883000050000,181081.843231000010000
,1.0000000,3.0000000,529272.705695000010000,181085.431671000000000
,1.0000000,4.0000000,529285.265235000060000,181092.056484000000000
,1.0000000,1.0000000,529328.878582000030000,181041.404274000000000
,1.0000000,1.0000000,529334.951327000050000,181044.992713999990000
,1.0000000,1.0000000,529340.057952999950000,181047.753051999990000
,1.0000000,1.0000000,529345.992680000020000,181050.927441000010000
,1.0000000,4.0000000,529353.307577000000000,181048.029086000000000
,1.0000000,2.0000000,529345.026562000040000,181043.612544000000000
,1.0000000,2.0000000,529340.610021000030000,181040.438155000010000
,1.0000000,2.0000000,529334.261242000040000,181036.573681000010000
,1.0000000,1.0000000,529357.034034000010000,181042.370392000010000
,1.0000000,1.0000000,529360.346439999990000,181036.711698000000000
,1.0000000,1.0000000,529367.385302999990000,181023.324056999990000
,1.0000000,2.0000000,529372.353911999960000,181016.009159999990000
,1.0000000,1.0000000,529326.670311999970000,181029.534817999990000
,1.0000000,1.0000000,529330.810819000010000,181023.600091000000000
,1.0000000,1.0000000,529324.738075000000000,181012.420719999990000
,1.0000000,3.0000000,529330.810819000010000,181004.553756000010000
,1.0000000,2.0000000,529335.365377999960000,180999.171096000010000
,1.0000000,1.0000000,529342.956308000020000,180988.543792999990000
,1.0000000,2.0000000,529353.307577000000000,180990.890080999990000
,1.0000000,7.0000000,529382.843197999990000,181010.902533999990000
,1.0000000,3.0000000,529404.373838000000000,180994.478521000010000
,1.0000000,1.0000000,529379.806825999990000,180956.385849999990000
,1.0000000,1.0000000,529371.939862000060000,180948.932937000010000
,1.0000000,1.0000000,529376.356402999950000,180943.826311000010000
,1.0000000,1.0000000,529335.365377999960000,180956.385849999990000
,1.0000000,1.0000000,529326.394277999990000,180971.153660999990000
,1.0000000,1.0000000,529307.485959999960000,181003.863671000000000
,1.0000000,1.0000000,529313.006636000010000,180995.306622000000000
,1.0000000,2.0000000,529329.844701000020000,180965.218933000000000
,1.0000000,1.0000000,529323.495922000030000,180976.950371999990000
,1.0000000,1.0000000,529419.003631999950000,180991.304131000010000
,1.0000000,2.0000000,529413.482955000010000,180987.991725000000000
,1.0000000,1.0000000,529407.134176000020000,180984.265267999990000
,1.0000000,1.0000000,529304.311570000020000,180978.882608000010000
,1.0000000,1.0000000,529307.623976000000000,180973.223915000010000
,1.0000000,1.0000000,529313.006636000010000,180963.424712999990000
,1.0000000,1.0000000,529299.895029000010000,180940.375888000010000
,1.0000000,2.0000000,529348.200950999980000,180936.649431000000000
,1.0000000,1.0000000,529351.513356999960000,180931.404788000010000
,1.0000000,3.0000000,529356.896016999960000,180925.056008999990000
,1.0000000,4.0000000,529338.401749999960000,180924.227908000000000
,1.0000000,4.0000000,529396.506872999950000,180918.293180000010000
,1.0000000,1.0000000,529435.841695999960000,180913.324571000000000
,1.0000000,1.0000000,529443.570643999960000,180841.141720999990000
,1.0000000,1.0000000,529461.236809000020000,180833.688808000010000
,1.0000000,1.0000000,529568.613973999980000,180845.834296999990000
,1.0000000,1.0000000,529585.176004000010000,180835.068976999990000
,1.0000000,1.0000000,529463.997148000050000,180776.825836000000000
,1.0000000,1.0000000,529420.431088999960000,180976.581960000010000
,1.0000000,1.0000000,529437.430814999970000,180989.558850000000000
,1.0000000,2.0000000,529433.148441000030000,180984.368094000000000
,1.0000000,2.0000000,529439.766655000040000,180975.414040000000000
,1.0000000,9.0000000,529428.736298999980000,180989.039774000000000
,1.0000000,3.0000000,529225.258666999990000,180977.360573000010000
,1.0000000,1.0000000,529241.739317000030000,180964.772990000000000
,1.0000000,1.0000000,529245.502615000000000,180959.452465000010000
,1.0000000,2.0000000,529266.395407999980000,180981.642946999990000
,1.0000000,2.0000000,529252.250598000010000,180996.696139000010000
,1.0000000,4.0000000,529200.472808000050000,180969.444670000000000
,1.0000000,2.0000000,529213.319928999990000,180908.323520000010000
,1.0000000,3.0000000,529056.688868999950000,180830.462181000010000
,1.0000000,1.0000000,529061.620086999960000,180844.736760000000000
,1.0000000,1.0000000,529100.031681000020000,180784.523990999990000
,1.0000000,1.0000000,529195.754205000000000,181331.355463000010000
,1.0000000,2.0000000,529430.044985000040000,181364.162799999990000
,1.0000000,1.0000000,529173.321754000030000,181138.914974999990000
,1.0000000,2.0000000,529184.926027999960000,181116.975643000010000
,1.0000000,1.0000000,529171.871218999960000,181114.799842000010000
,1.0000000,1.0000000,529095.355533999970000,181155.233486000010000
,1.0000000,1.0000000,529104.421373000020000,181108.635071000000000
,1.0000000,1.0000000,529109.679559999960000,181099.206597999990000
,1.0000000,1.0000000,529130.530991000010000,181109.179020999990000
,1.0000000,3.0000000,529135.789177999950000,181118.788811000010000
,1.0000000,1.0000000,529139.415513999990000,181112.986674000010000
,1.0000000,1.0000000,529142.860532999970000,181107.547170000010000
,1.0000000,1.0000000,529157.365876000030000,181087.239689999990000
,1.0000000,1.0000000,529183.475494000010000,181090.866025000000000
,1.0000000,1.0000000,529177.854673000050000,181085.063888000000000
,1.0000000,2.0000000,529170.058051000000000,181079.805701000000000
,1.0000000,2.0000000,529189.277631000030000,181072.371713000000000
,1.0000000,2.0000000,529182.568910000030000,181073.822247000000000
,1.0000000,3.0000000,529176.041505999980000,181070.377228000000000
,1.0000000,2.0000000,529141.772632000040000,181081.437551999990000
,1.0000000,1.0000000,529135.426544000050000,181076.904633000000000
,1.0000000,1.0000000,529137.058394999940000,181099.025281000010000
,1.0000000,1.0000000,529117.838816000030000,181065.119041000000000
,1.0000000,1.0000000,529101.338987999940000,181087.602323000000000
,1.0000000,2.0000000,529083.388625000020000,181095.942895999990000
,1.0000000,2.0000000,529076.498586999950000,181090.684708999990000
,1.0000000,2.0000000,529124.366219999970000,181079.080434000000000
,1.0000000,4.0000000,529196.530303000010000,181093.223143999990000
,1.0000000,3.0000000,529201.063223000030000,181083.613354000000000
,1.0000000,2.0000000,529204.145607999990000,181077.992533000010000
,1.0000000,1.0000000,529206.684042999990000,181072.371713000000000
,1.0000000,4.0000000,529223.183870999960000,181038.284156000010000
,1.0000000,3.0000000,529233.518928000000000,181043.723659999990000
,1.0000000,2.0000000,529238.233164999980000,181046.080778000000000
,1.0000000,3.0000000,529243.672668999990000,181049.344480000000000
,1.0000000,2.0000000,529238.595797999990000,181009.998736999990000
,1.0000000,1.0000000,529518.004973000030000,180903.203146999990000
,1.0000000,1.0000000,529052.398231999950000,181066.641673000010000
,1.0000000,1.0000000,529080.244651000020000,181033.797178000010000
,1.0000000,8.0000000,529115.181555000020000,181024.051358000000000
,1.0000000,1.0000000,529093.381310999980000,181045.851601000000000
,1.0000000,1.0000000,529103.774451000030000,181041.035268000010000
,1.0000000,2.0000000,529175.132223999940000,181108.717420000000000
,1.0000000,2.0000000,529232.421236000020000,181106.689489999990000
,1.0000000,2.0000000,529230.646796999960000,181122.532689999990000
,1.0000000,4.0000000,529331.663042000030000,181150.036486000000000
,1.0000000,1.0000000,529242.814374999960000,181258.277229000000000
,1.0000000,1.0000000,529298.328948999990000,181138.375890000000000
,1.0000000,3.0000000,529345.482258999950000,181066.652604000000000
